#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
1664;"CSP005799";"Cooling System Port" size;"1";"0.00";"";"";"";"lost" 
1665;"CSP827749";"Cooling System Port" size;"1";"0.00";"";"";"";"lost" 
1666;"CSS000001";"Compass,  Silva" size;"1";"0.00";"";"";"";"surplus" 
1667;"CSS000002";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1668;"CSS000003";"Compass,  Silva" size;"1";"0.00";"";"";"";"surplus" 
1669;"CSS000004";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1670;"CSS000005";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1671;"CSS000006";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1672;"CSS000007";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1673;"CSS000008";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1674;"CSS000009";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1675;"CSS000010";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1676;"CSS000011";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1677;"CSS000012";"Compass,  Silva" size;"1";"0.00";"";"";"";"surplus" 
1678;"CSS000013";"Compass,  Silva" size;"1";"0.00";"";"";"";"lost" 
1679;"CSS000014";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1680;"CSS000015";"Compass,  Silva" size;"1";"0.00";"";"";"";"none" 
1681;"CSS000016";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"none" 
1682;"CSS000017";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"lost" 
1683;"CSS000018";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"none" 
1684;"CSS000019";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"lost" 
1685;"CSS000020";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"surplus" 
1686;"CSS000021";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"lost" 
1687;"CSS000022";"Compass, Silva Ranger Ultra, Suunto" size;"1";"0.00";"";"";"";"none" 
1690;"CSTOVE003";"Stove, Camping" size;"1";"0.00";"";"";"";"lost" 
1691;"CSTOVE004";"Stove, Camping, Large, Coleman" size;"1";"0.00";"";"";"";"lost" 
1692;"CSTOVE005";"Stove, Camping" size;"1";"0.00";"";"";"";"lost" 
1693;"CSTOVE006";"Stove, Camping" size;"1";"0.00";"";"";"";"lost" 
1694;"CSTOVE007";"Stove, Camping" size;"1";"0.00";"";"";"";"lost" 
1695;"CSUCC001A";"Cuvette, W/1b" size;"1";"0.00";"";"";"";"surplus" 
1696;"CSUCC001B";"Cuvette, W/1a" size;"1";"0.00";"";"";"";"none" 
1697;"CSUCC004A";"Cuvette, 1 Cells W/ 4b" size;"1";"0.00";"";"";"";"surplus" 
1698;"CSUCL0001";"Cuvette, 5ml" size;"1";"0.00";"";"";"";"none" 
1699;"CSUCX0003";"Cuvette, 4 Cells" size;"1";"0.00";"";"";"";"surplus" 
1700;"CSURV0022";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"lost" 
1701;"CSURV0024";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"lost" 
1702;"CSURX0004";"Cuvette, 2 Cells W/ Stoppers" size;"1";"0.00";"";"";"";"surplus" 
1703;"CSURX0010";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"surplus" 
1704;"CSURX0019";"Cuvette, 2 Cells #5&#039;s" size;"1";"0.00";"";"";"";"lost" 
1705;"CSURX0020";"Cuvette, 2 Cells #5&#039;s" size;"1";"0.00";"";"";"";"surplus" 
1706;"CSURX0022";"Cuvette, Quartz, Matched" size;"1";"0.00";"";"";"";"surplus" 
1707;"CSURX0025";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"available" 
1708;"CSURX4001";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"surplus" 
1709;"CSURXF001";"Cuvettes, 2 Cells W/ Adapters" size;"1";"0.00";"";"";"";"available" 
1710;"CSURXF002";"Cuvettes, 2 Cells W/ Adapters" size;"1";"0.00";"";"";"";"none" 
1711;"CSURXF003";"Cuvette, 1 1/2 Cells W/ Adapters" size;"1";"0.00";"";"";"";"none" 
1712;"CSURXF004";"Cuvettes, 2 Cells W/ Adapters" size;"1";"0.00";"";"";"";"none" 
1713;"CSURXM001";"Cuvette, Uv, Rectangular" size;"1";"0.00";"";"";"";"none" 
1714;"CSURXM002";"Cuvette, 3 Misc Cells" size;"1";"0.00";"";"";"";"surplus" 
1715;"CSURXM004";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1716;"CSURXS003";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1717;"CSURXS004";"Cuvette, 3 Misc Cells" size;"1";"0.00";"";"";"";"surplus" 
1718;"CSURXS005";"Cuvette, 3 Cells" size;"1";"0.00";"";"";"";"lost" 
1719;"CSURXS007";"Cuvette, 3 Misc Cells" size;"1";"0.00";"";"";"";"surplus" 
1720;"CSVCCS001";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1721;"CSVCL0001";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"surplus" 
1722;"CSVCX0001";"Cuvette, W/csuci0002" size;"1";"0.00";"";"";"";"lost" 
1723;"CSVRX0003";"Cuvette, Vis, Rectangular" size;"1";"0.00";"";"";"";"lost" 
1724;"CSVRX0004";"Cuvettes, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1725;"CSVRX0005";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"none" 
1726;"CSVRX0007";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1727;"CSVRX0008";"Cuvette, 1 Cell" size;"1";"0.00";"";"";"";"lost" 
1728;"CSVRX0010";"Cuvette, 4 Cells, Matched" size;"1";"0.00";"";"";"";"none" 
1729;"CSVRX0011";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1730;"CSVRX0012";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"lost" 
1731;"CSVRX0013";"Cuvette, 1 Cell" size;"1";"0.00";"";"";"";"lost" 
1732;"CSVRX0016";"Cuvette, 2 Cells, Glass" size;"1";"0.00";"";"";"";"surplus" 
1733;"CSVRX0017";"Cuvette, 2 Cells, Glass" size;"1";"0.00";"";"";"";"lost" 
1734;"CSVRX0018";"Cuvette, 2 Cells, Glass" size;"1";"0.00";"";"";"";"lost" 
1735;"CSVRX0020";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"surplus" 
1736;"CSVRX0021";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"lost" 
1737;"CSVRX0022";"Cuvette, Spec Cell" size;"1";"0.00";"";"";"";"lost" 
1738;"CSVRXS001";"Cuvette, 2 Cells" size;"1";"0.00";"";"";"";"available" 
1739;"CSWK00001";"Compass, Staff, Warren-knight" size;"1";"0.00";"";"";"";"none" 
1741;"CSWKA0002";"Staff, Jacob" size;"1";"0.00";"";"";"";"lost" 
1742;"CSWKA0003";"Staff, Jacob" size;"1";"0.00";"";"";"";"lost" 
1743;"CTB005659";"Colony Counter" size;"1";"0.00";"";"";"";"surplus" 
1744;"CTB008056";"Colony Counter" size;"1";"0.00";"";"";"";"available" 
1745;"CTB008057";"Colony Counter" size;"1";"0.00";"";"";"";"lost" 
1746;"CTB018136";"Colony Counter" size;"4";"0.00";"";"";"";"lost" 
1747;"CTB018137";"Colony Counter" size;"1";"0.00";"";"";"";"available" 
1748;"CTC006083";"Counter" size;"1";"0.00";"";"";"";"surplus" 
1749;"CTD005069";"Counter, Denomination" size;"1";"0.00";"";"";"";"none" 
1750;"CTE001213";"Counter" size;"1";"0.00";"";"";"";"surplus" 
1751;"CTF000001";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1752;"CTF000002";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1753;"CTF000003";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1754;"CTF000004";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1755;"CTF000005";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1756;"CTF000006";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1757;"CTF000007";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1758;"CTF000008";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1759;"CTF000009";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1760;"CTF000010";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1761;"CTF000011";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1762;"CTF000012";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1763;"CTF000013";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1764;"CTF000014";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1765;"CTF000015";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1766;"CTF000016";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1767;"CTF000017";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1768;"CTF000018";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1769;"CTF000019";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1770;"CTF000020";"Counter, Hand" size;"1";"0.00";"";"";"";"surplus" 
1771;"CTF000021";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1772;"CTF000022";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1773;"CTF000023";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1774;"CTF000024";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1775;"CTF000025";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1776;"CTF000026";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1777;"CTF000027";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1778;"CTF000028";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1779;"CTF000029";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1780;"CTF000030";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1781;"CTF000031";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1782;"CTF000032";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1783;"CTF000033";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1784;"CTF000034";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1785;"CTF000035";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1786;"CTF000036";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1787;"CTF000037";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1788;"CTF000038";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1789;"CTF000039";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1790;"CTF000040";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1791;"CTF000041";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1792;"CTF000042";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1793;"CTF000043";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1794;"CTF000044";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1795;"CTF000045";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1796;"CTF000046";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1797;"CTF000047";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1798;"CTF000048";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1799;"CTF000049";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1800;"CTF000050";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1801;"CTF000051";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1802;"CTF000052";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1803;"CTF000053";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1804;"CTF000054";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1805;"CTF000055";"Tally Counter" size;"1";"0.00";"";"";"";"available" 
1806;"CTF000056";"Tally Counter" size;"1";"0.00";"";"";"";"available" 
1807;"CTF000057";"Tally Counter" size;"1";"0.00";"";"";"";"available" 
1808;"CTN019057";"Dewar, Ln2" size;"1";"0.00";"";"";"";"surplus" 
1809;"CTN019058";"Dewar, Ln2" size;"1";"0.00";"";"";"";"lost" 
1810;"CTRHAND01";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1811;"CTRHAND02";"Counter, Hand" size;"1";"0.00";"";"";"";"lost" 
1812;"CTRHAND03";"Counter, Hand" size;"1";"0.00";"";"";"";"surplus" 
1813;"CTRHAND04";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1814;"CTRHAND05";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1815;"CTRHAND06";"Counter, Hand" size;"1";"0.00";"";"";"";"available" 
1816;"CTRHAND07";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1817;"CTRHAND08";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1818;"CTRHAND09";"Counter, Hand" size;"1";"0.00";"";"";"";"surplus" 
1819;"CTRHAND10";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1820;"CTRHAND11";"Counter, Hand" size;"1";"0.00";"";"";"";"none" 
1821;"CTX019808";"Counter, Digital" size;"1";"0.00";"";"";"";"available" 
1822;"CUB000001";"Cleaner, Ultrasonic, 1200, Branson" size;"1";"0.00";"";"";"";"available" 
1823;"CUB000002";"Cleaner Ultrasonic, 8210 Bransonic" size;"1";"0.00";"";"";"";"available" 
1824;"CUB000003";"Cleaner, Ultrasonic, 2200, Branson" size;"1";"0.00";"";"";"";"none" 
1825;"CUB007102";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"lost" 
1826;"CUB017814";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"none" 
1827;"CUB019356";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"surplus" 
1828;"CUB019362";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"available" 
1829;"CUB019363";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"surplus" 
1830;"CUB019364";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"available" 
1831;"CUK017814";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"surplus" 
1832;"CULTTUBES";"Glassware, Culture Tube" size;"1001";"0.00";"";"";"";"lost" 
1833;"CULTURETB";"Glassware, Culture Tube" size;"1000";"0.00";"";"";"";"lost" 
1834;"CUM006183";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"lost" 
1835;"CUS007172";"Cleaner, Ultrasonic" size;"1";"0.00";"";"";"";"available" 
1837;"CUVMIR001";"Cuvette, Mirrored" size;"1";"0.00";"";"";"";"available" 
1838;"CUVMIR002";"Cuvette, Mirrored" size;"1";"0.00";"";"";"";"available" 
1839;"CUVODD001";"Cuvette, Odd, Round, 4 Cells" size;"1";"0.00";"";"";"";"none" 
1840;"CUVODD002";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"lost" 
1841;"CUVODD003";"Cuvette, Odd, Cylindrical" size;"1";"0.00";"";"";"";"surplus" 
1842;"CUVODD004";"Cuvette, Odd, Round, Flow Through" size;"1";"0.00";"";"";"";"none" 
1843;"CUVODD005";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1844;"CUVODD006";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1845;"CUVODD007";"Cuvette, Odd, Cylindrical" size;"1";"0.00";"";"";"";"surplus" 
1846;"CUVODD008";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"none" 
1847;"CUVODD009";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"none" 
1848;"CUVODD010";"Cuvette, Quartz, Short, Broken" size;"1";"0.00";"";"";"";"broken" 
1849;"CUVODD011";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"none" 
1850;"CUVODD012";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"none" 
1851;"CUVODD013";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1852;"CUVODD014";"Cuvette, Odd, Cylindrical" size;"1";"0.00";"";"";"";"none" 
1853;"CUVODD015";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1854;"CUVODD016";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"surplus" 
1855;"CUVODD017";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"surplus" 
1856;"CUVODD018";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1857;"CUVODD019";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1858;"CUVODD020";"Cuvette, Odd" size;"1";"0.00";"";"";"";"surplus" 
1859;"CUVODD021";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1860;"CUVODD022";"Cuvette, Chlorophyll" size;"1";"0.00";"";"";"";"none" 
1861;"CUVODD023";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1862;"CUVODD024";"Cuvette, Odd, Round" size;"1";"0.00";"";"";"";"none" 
1863;"CUVODD025";"Cuvette, Odd, Cylindrical" size;"1";"0.00";"";"";"";"none" 
1864;"CUVODD026";"Cuvette, Cylindrical, Odd" size;"1";"0.00";"";"";"";"none" 
1865;"CUVODD027";"Cuvettes, 2 Cylindrical Cells" size;"1";"0.00";"";"";"";"none" 
1866;"CUVODD028";"Cuvettes, 2 Cylindrical Cells" size;"1";"0.00";"";"";"";"available" 
1867;"CUVODD029";"Cuvette Cylindrical Odd" size;"1";"0.00";"";"";"";"available" 
1868;"CUVSHR001";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"none" 
1869;"CUVSHR002";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"surplus" 
1870;"CUVSHR003";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"surplus" 
1871;"CUVSHR004";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"available" 
1872;"CUVSHR006";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"lost" 
1873;"CUVSHR007";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"none" 
1874;"CUVSHR008";"Cuvette, Quartz, Short" size;"1";"0.00";"";"";"";"none" 
1875;"CUVURI001";"Cuvette, Odd" size;"1";"0.00";"";"";"";"retired" 
1876;"CUVURI002";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1877;"CUVURI003";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1878;"CUVURI004";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1879;"CUVURI005";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1880;"CUVURI006";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1881;"CUVURI007";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1882;"CUVURV001";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1883;"CUVURV002";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1884;"CUVURV003";"Cuvette, Odd" size;"1";"0.00";"";"";"";"lost" 
1885;"CUVURV004";"Cuvette, Odd" size;"1";"0.00";"";"";"";"none" 
1893;"CUVUV0009";"Cuvette, Quartz 1.4ml 1cm" size;"1";"128.00";"";"";"";"none" 
1898;"CUVUV0014";"Cuvette, Quartz 1.4ml 1cm" size;"1";"128.00";"";"";"";"none" 
1903;"CUVUV0019";"Cuvette, Quartz 1.4ml 1cm" size;"1";"128.00";"";"";"";"none" 
1910;"CUVUV0026";"Cuvette, Quartz, 1ml" size;"1";"0.00";"";"";"";"lost" 
1919;"CUVUV0035";"Cuvette, Quartz 1.4ml 1cm" size;"1";"128.00";"";"";"";"none" 
1921;"CUVUV0037";"Cuvette, Quartz, 3ml, 10mm" size;"1";"0.00";"";"";"";"none" 
1924;"CUVUV0040";"Cuvette, Quartz, 3ml, 10mm" size;"1";"0.00";"";"";"";"none" 
1931;"CUVUV0047";"Cuvette, Quartz 1.4ml 1cm" size;"1";"128.00";"";"";"";"available" 
1933;"CUVUV0049";"Cuvette, Quartz - Quantity 4" size;"1";"0.00";"";"";"";"broken" 
1941;"CUVVI0006";"Cuvette, Glass" size;"1";"0.00";"";"";"";"none" 
1946;"CUVVI0012";"Quartz Connector, Not A Cuvette" size;"1";"0.00";"";"";"";"none" 
1956;"CUVVI0022";"Cuvette, Glass" size;"1";"0.00";"";"";"";"available" 
1962;"CUVVI0028";"Cuvette, Glass" size;"1";"0.00";"";"";"";"none" 
1963;"CUVVI0029";"Cuvette, Glass" size;"1";"0.00";"";"";"";"available" 
1967;"CVG019961";"Cathetometer" size;"1";"0.00";"";"";"";"available" 
1968;"CVG019962";"Cathetometer" size;"1";"0.00";"";"";"";"lost" 
1969;"CWBA20141";"Acta E42a Rj45 3mp Bullet Camera With D/n, Ir, Casic Wdr, Vari Focal Lens" size;"1";"0.00";"";"";"";"available" 
1970;"CWBH20141";"Hikvision Ds-2cd2032-i 3mp Ir Mini Bullet Camera" size;"1";"0.00";"";"";"";"available" 
1971;"CWBH20142";"Hikvision Ds-2cd2032-i 3mp Ir Mini Bullet Camera" size;"1";"0.00";"";"";"";"available" 
1972;"CXR021416";"Container, Radioactive" size;"1";"0.00";"";"";"";"lost" 
1973;"CXR021417";"Container, Radioactive" size;"1";"0.00";"";"";"";"lost" 
1974;"DAG201001";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"none" 
1975;"DAG201002";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"none" 
1976;"DAG201003";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"none" 
1977;"DAG201004";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1978;"DAG201005";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1979;"DAG201006";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1980;"DAG201007";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1981;"DAG201008";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1982;"DAG201009";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1983;"DAG201010";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1984;"DAG201011";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1985;"DAG201012";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1986;"DAG201013";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1987;"DAG201014";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1988;"DAG201015";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1989;"DAG201016";"Digital Angle Gauge" size;"1";"0.00";"";"";"";"available" 
1990;"DAS007169";"Data, Pep-i" size;"1";"0.00";"";"";"";"lost" 
1991;"DCPOOOOO1";"Scanner, Barcode, Percon" size;"1";"0.00";"";"";"";"surplus" 
1992;"DCPS2A001";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1993;"DCPS2A002";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1994;"DCPS2A003";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1995;"DCPS2A004";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1996;"DCPS2A005";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1997;"DCPS2A006";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1998;"DCPS2A007";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
1999;"DCPS2A008";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
2000;"DCPS2A009";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
2001;"DCPS2A010";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
2002;"DCPS2A011";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
2003;"DCPS2A012";"Dcps2a (LAB 2 RM 2238)" size;"1";"0.00";"";"";"";"available" 
2004;"DCPS2A013";"Variable Voltage Power Supply - 2amp" size;"1";"0.00";"";"";"";"available" 
2005;"DCPS2A014";"Variable Voltage Power Supply - 2amp" size;"1";"0.00";"";"";"";"available" 
2006;"DCPS2A015";"Variable Voltage Power Supply - 2amp" size;"1";"0.00";"";"";"";"available" 
2007;"DCPS2A016";"Variable Voltage Power Supply - 2amp" size;"1";"0.00";"";"";"";"available" 
2008;"DCPS2A017";"Variable Voltage Power Supply - 2amp" size;"1";"0.00";"";"";"";"available" 
2009;"DDD019148";"Disk Drive" size;"1";"0.00";"";"";"";"surplus" 
2010;"DDD019150";"Disk Drive" size;"1";"0.00";"";"";"";"surplus" 
2011;"DDM023778";"Disk Drive Magnet" size;"1";"0.00";"";"";"";"surplus" 
2012;"DDM023779";"Disk Drive Magnet" size;"1";"0.00";"";"";"";"surplus" 
2013;"DDM023780";"Disk Drive Magnet" size;"1";"0.00";"";"";"";"surplus" 
2016;"DENS00001";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2017;"DENS00002";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2018;"DENS00003";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2019;"DENS00004";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2020;"DENS00005";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2021;"DENS00006";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2022;"DENS00007";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2023;"DENS00008";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2024;"DENS00009";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2025;"DENS00010";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2026;"DENS00011";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2027;"DENS00012";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2028;"DENS00013";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2029;"DENS00014";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2030;"DENS00015";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"none" 
2031;"DENS00016";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2032;"DENS00017";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2033;"DENS00018";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"lost" 
2034;"DENS00019";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"available" 
2035;"DENSOOOO4";"Densiometer, Spherical" size;"1";"104.50";"";"";"";"surplus" 
2036;"DESCANAL1";"Nalgene Desiccator Cabinet Acrylic" size;"1";"0.00";"";"";"";"available" 
2037;"DESICCATR";"Desiccator" size;"1004";"0.00";"";"";"";"available" 
2039;"DFB019919";"Cabinet, Dry, Film" size;"1";"0.00";"";"";"";"lost" 
2040;"DFX019679";"Diffractometer, X-ray" size;"1";"0.00";"";"";"";"surplus" 
