#PRODUCTID;SKU;TITLE;QUANTITY;PURCHASE_PRICE;VENDOR;SERIAL;PURCHASE_DATE;MERCI_STATUS
14091;"MEPHE1804";"Extech PH110 ExStik Refillable pH Meter" size;"1";"120.00";"Extech";"384652";"09/07/2018";"available" 
14092;"MEPHT1801";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14093;"MEPHT1802";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14094;"MEPHT1803";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14095;"MEPHT1804";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14096;"MEPHT1805";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14097;"MEPHT1806";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14098;"MEPHT1807";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14099;"MEPHT1808";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14100;"MEPHT1809";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14101;"MEPHT1810";"High Accuracy pH Meter w/ replaceable Electrode 8689" size;"1";"85.00";"Thermoworks";"";"05/18/2018";"available" 
14208;"STRING000";"String" size;"9999";"8.50";"";"";"09/26/2018";"available" 
14209;"WELLPLATE";"Well plate" size;"9999";"7.00";"";"";"09/26/2018";"available" 
14210;"TUBPLASTI";"Plastic Tub" size;"9999";"5.00";"Rubbermaid";"";"09/26/2018";"available" 
14211;"PLASTSYRI";"Plastic Syringe" size;"9999";"3.00";"";"";"09/26/2018";"available" 
14212;"PHBUFFER0";"pH BUFFER" size;"9999";"2.00";"";"";"10/02/2018";"available" 
14213;"SECUS1801";"Secchi Disk - United Scientific SCDSK1" size;"1";"25.00";"";"";"09/28/2018";"none" 
14214;"SECUS1802";"Secchi Disk - United Scientific SCDSK1" size;"1";"25.00";"";"";"09/28/2018";"none" 
14215;"SECUS1803";"Secchi Disk - United Scientific SCDSK1" size;"1";"25.00";"";"";"09/28/2018";"none" 
14219;"SECUS1804";"Secchi Disk - United Scientific SCDSK1" size;"1";"25.00";"";"";"09/28/2018";"none" 
14220;"DIGCAMCE1";"Celestron Digital Microscope" size;"1";"50.00";"";"";"10/15/2018";"available" 
14221;"CUVQ35017";"Quartz Cuvette 3.5ml 1cm" size;"1";"98.00";"";"";"04/29/2015";"none" 
14222;"CUVQ35018";"Quartz Cuvette 3.5ml 1cm" size;"1";"98.00";"";"";"04/29/2015";"none" 
14223;"CUVQ35019";"Quartz Cuvette 3.5ml 1cm" size;"1";"98.00";"";"";"04/29/2015";"none" 
14224;"CUVQ35020";"Quartz Cuvette 3.5ml 1cm" size;"1";"98.00";"";"";"04/29/2015";"none" 
14225;"CUVQ35021";"Quartz Cuvette 3.5ml 1cm" size;"1";"98.00";"";"";"04/29/2015";"none" 
14231;"FLASKV250";"Volumetric Flask 100ml-250ml" size;"1002";"0.00";"";"";"";"available" 
14232;"goggle091";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14233;"goggle092";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14234;"goggle093";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"broken" 
14235;"goggle094";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14236;"goggle095";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14237;"goggle096";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14238;"goggle097";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14239;"goggle098";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14240;"goggle099";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14241;"goggle100";"Goggles" size;"1";"16.50";"";"";"10/04/2016";"retired" 
14242;"BAS0201007";"Food Scale" size;"1";"0.00";"";"";"";"available" 
14243;"HEATERSP2";"Space Heater 2" size;"1";"0.00";"Lakewood";"";"12/04/2018";"available" 
14246;"TAPET0507";"Tree diameter tape DBH 5M" size;"1";"0.00";"";"";"";"broken" 
14248;"CCSR00004";"Sedgewick-rafter Counting Cell 1x3&quot; Slide" size;"1";"51.00";"";"";"";"available" 
14254;"CRIMPER01";"Adjustable Crimper for GC-MS (return to 2037)" size;"1";"99.00";"Supelco";"";"01/08/2019";"available" 
14255;"DECAPPER1";"Decapper for GCMS (return to 2037)" size;"1";"67.00";"";"";"01/08/2019";"available" 
14257;"DISS00083";"General Dissection Kit" size;"1";"14.00";"";"";"";"lost" 
14258;"LOCKBOX03";"Lockbox B-I-O" size;"1";"40.00";"";"";"01/15/2019";"available" 
14259;"KEYBOAT01";"Checkout key to the Boat" size;"1";"150.00";"";"";"01/17/2019";"available" 
14260;"INCTM1901";"FOOD SAFE Max Burton 6400 Digital Choice Induction Cooktop 1800 Watts LCD Control" size;"1";"99.00";"Amazon";"";"01/25/2019";"available" 
14261;"AGAMORPES";"Agate Mortar and Pestle" size;"9999";"250.00";"VWR";"";"01/29/2019";"available" 
14262;"PAINTBRSH";"Paint brush" size;"9999";"3.00";"";"";"01/30/2019";"available" 
14263;"MALLET000";"Mallet" size;"9999";"15.00";"";"";"01/30/2019";"available" 
14264;"LPMSS1901";"Pocket Laser Power Meter - Sper Scientific" size;"1";"273.00";"Sper";"18060100095";"02/04/2019";"available" 
14265;"BIOP20178";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14266;"BIOP20179";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14267;"BIOP20180";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14268;"BIOP20181";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14269;"BIOP20182";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14270;"BIOP20183";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14271;"BIOP20184";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14272;"BIOP20185";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14273;"BIOP20186";"Biopac Student Lab 4 installment " size;"0";"200.00";"Biopac";"";"12/28/2017";"none" 
14274;"VERCURP11";"Vernier Current Probe" size;"1";"50.00";"";"";"";"available" 
14275;"VERCURP12";"Vernier Current Probe" size;"1";"50.00";"";"";"";"available" 
14276;"SCINTVIAL";"Scintillation vial" size;"9999";"0.50";"";"";"02/08/2019";"available" 
14277;"DROPBOTTL";"Dropper bottle" size;"9999";"7.00";"";"";"02/08/2019";"available" 
14278;"SIC37MM01";"Soil Sieve Coarse 37.5 mm 1.5 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14279;"SIC25MM01";"Soil Sieve Coarse 25.4 mm 1 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14280;"SIC22MM01";"Soil Sieve Coarse 22.6 mm  0.875 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14281;"SIC18MM01";"Soil Sieve Coarse 18.85 mm 0.742 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14282;"SIC16MM01";"Soil Sieve Coarse 16 mm 5/8 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14283;"SIC12MM01";"Soil Sieve Coarse 12.7 mm 0.5 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14284;"SIC12MM02";"Soil Sieve Coarse 12.7 mm 0.5 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14285;"SIC11MM01";"Soil Sieve Coarse 11.1 mm 7/16 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14286;"SIC08MM01";"Soil Sieve Coarse 8 mm 5/16 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14287;"SIC08MM02";"Soil Sieve Coarse 8 mm 5/16 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14288;"SIC08MM03";"Soil Sieve Coarse 8 mm 5/16 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/16/2019";"available" 
14289;"SIC06MM01";"Soil Sieve Coarse 6.3 mm 1/4 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14290;"SIC06MM02";"Soil Sieve Coarse 6.3 mm 1/4 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14291;"SIC06MM03";"Soil Sieve Coarse 6.3 mm 1/4 inches 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14292;"SIC05MM01";"Soil Sieve Coarse 5.6 mm 0.223 inches Number 3.5 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14293;"SIC004N01";"Soil Sieve Coarse 4.699 mm 0.185 inches Number 4 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14294;"SIC004N02";"Soil Sieve Coarse 4.699 mm 0.185 inches Number 4 8 1/4 inches diameter Full Height" size;"1";"52.50";"";"";"02/26/2019";"available" 
14295;"SIC005N01";"Soil Sieve Coarse 4 mm - 0.157&quot; - Number 5 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/27/2019";"available" 
14296;"SIC005N02";"Soil Sieve Coarse 4 mm - 0.157&quot; - Number 5 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/27/2019";"available" 
14297;"SIC005N03";"Soil Sieve Coarse 4 mm - 0.157&quot; - Number 5 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/27/2019";"available" 
14298;"SIC006N01";"Soil Sieve Coarse 3.35 mm - 0.132&quot; - Number 6 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/27/2019";"available" 
14299;"SIM007N01";"Soil Sieve Medium 2.8 mm - 0.111&quot; - Number 7 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14300;"SIM008N01";"Soil Sieve Medium 2.36 mm - 0.0937&quot; - Number 8 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14301;"SIM008N02";"Soil Sieve Medium 2.38 mm - 0.0937&quot; - Number 8 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14302;"SIM008N03";"Soil Sieve Medium 2.362 mm - 0.0929&quot; - Number 8 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14303;"SIM010N01";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14304;"SIM010N02";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14305;"SIM010N03";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14306;"SIM010N04";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14307;"SIM010N05";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14308;"SIM010N06";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14309;"SIM010N07";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14310;"SIM010N08";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14311;"SIM010N09";"Soil Sieve Medium 2 mm - 0.078&quot; - Number 10 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14312;"SIM012N01";"Soil Sieve Medium 1.71 mm - 0.0661&quot; - Number 12 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14313;"SIM014N01";"Soil Sieve Medium 1.4 mm - 0.0555&quot; - Number 14 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14314;"SIM014N02";"Soil Sieve Medium 1.4 mm - 0.0555&quot; - Number 14 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14315;"SIM014N03";"Soil Sieve Medium 1.4 mm - 0.0555&quot; - Number 14 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14316;"SIM016N01";"Soil Sieve Medium 1.18 mm - 0.0469&quot; - Number 16 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14317;"SIM016N02";"Soil Sieve Medium 1.18 mm - 0.0469&quot; - Number 16 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14318;"SIM016N03";"Soil Sieve Medium 1.18 mm - 0.0469&quot; - Number 16 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14319;"SIM018N01";"Soil Sieve Medium 0.991mm - 0.039&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14320;"SIM018N02";"Soil Sieve Medium 0.991mm - 0.039&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14321;"SIM018N03";"Soil Sieve Medium 0.991mm - 0.039&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14322;"SIM018N04";"Soil Sieve Medium 1 mm - 0.0394&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14323;"SIM018N05";"Soil Sieve Medium 1 mm - 0.0394&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14324;"SIM018N06";"Soil Sieve Medium 1 mm - 0.0394&quot; - Number 18 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14325;"SIC09MM01";"Soil Sieve Coarse- 9.51mm - 3/8&quot; - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14326;"SIM020N01";"Soil Sieve Medium 0.85 mm - 0.0331&quot; - Number 20 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14327;"SIM012N02";"Soil Sieve Medium 1.651 mm - 0.065in&quot; - Number 12 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14328;"SIM020N02";"Soil Sieve Medium 0.833 mm - 0.0328&quot; - Number 20 - 8&quot; diameter - short height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14329;"SIM020N03";"Soil Sieve Medium 0.833 mm - 0.0328&quot; - Number 20 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14330;"SIM020N04";"Soil Sieve Medium 0.833 mm - 0.0328&quot; - Number 20 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14331;"SIM020N05";"Soil Sieve Medium 0.833 mm - 0.0328&quot; - Number 20 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14332;"SIM025N01";"Soil Sieve Medium 0.71 mm - 0.0278&quot; - Number 25 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14333;"SIM030N01";"Soil Sieve Medium 0.6 mm - 0.0234&quot; - Number 30 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14334;"SIM030N02";"Soil Sieve Medium 0.6 mm - 0.0234&quot; - Number 30 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14335;"SIM035N01";"Soil Sieve Medium 0.5 mm - 0.0217&quot; - Number 35 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14336;"SIM035N02";"Soil Sieve Medium 0.5 mm - 0.0197&quot; - Number 35 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14337;"SIM035N03";"Soil Sieve Medium 0.495 mm - 0.0195&quot; - Number 35 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14338;"SIM040N01";"Soil Sieve Medium 0.420 mm - 0.0165&quot; - Number 40 - 8&quot; diameter - half height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14339;"SIM040N02";"Soil Sieve Medium 0.420 mm - 0.0165&quot; - Number 40 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14340;"SIM040N03";"Soil Sieve Medium 0.425 mm - 0.0165&quot; - Number 40 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14341;"SIM040N04";"Soil Sieve Medium 0.425 mm - 0.0165&quot; - Number 40 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14342;"SIM040N05";"Soil Sieve Medium 0.416 mm - 0.0164&quot; - Number 40 - 8&quot; diameter - half height" size;"1";"52.50";"";"";"02/28/2019";"available" 
14343;"BURETSTAN";"Burette stand / Buret stand" size;"9999";"122.03";"";"";"03/05/2019";"available" 
14344;"KNIFE0000";"Knife" size;"9999";"15.00";"";"";"03/12/2019";"available" 
14345;"SPOON0000";"Spoon" size;"9999";"10.00";"";"";"03/12/2019";"available" 
14352;"VERCO2191";"Sensor, Co2 Gas, Vernier" size;"1";"295.00";"Vernier";"";"03/18/2019";"available" 
14353;"VERCO2192";"Sensor, Co2 Gas, Vernier" size;"1";"295.00";"Vernier";"";"03/18/2019";"available" 
14355;"STKG20191";"Gempler&#039;s Professional Soil Quality Test Kit" size;"1";"805.00";"Gempler&#039;s";"";"03/27/2019";"lost" 
14362;"VACFLA1L0";"Vacuum Flask 500ml" size;"9999";"20.00";"";"";"05/03/2019";"available" 
14374;"DELE20171";"L&#039;Equip Filter Pro Dehydrator - For Lab Use - Not Food Safe" size;"1";"125.00";"L&#039;Equip";"";"05/15/2019";"available" 
14375;"SIF045N01";"Soil Sieve Fine 0.355mm 0.0139&quot; - Number 45 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14376;"SIF045N02";"Soil Sieve Fine 0.355mm 0.0139&quot; - Number 45 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14377;"SIF050N01";"Soil Sieve Fine 0.3 mm 0.0117&quot; - Number 50 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14378;"SIF050N02";"Soil Sieve Fine 0.3 mm 0.0117&quot; - Number 50 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14379;"SIF050N03";"Soil Sieve Fine 0.3 mm 0.0117&quot; - Number 50 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14380;"SIF060N01";"Soil Sieve Fine 0.25 mm 0.0098&quot; - Number 60 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14381;"SIF060N02";"Soil Sieve Fine 0.25 mm 0.0098&quot; - Number 60 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14382;"SIF060N03";"Soil Sieve Fine 0.25 mm 0.0098&quot; - Number 60 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14383;"SIF060N04";"Soil Sieve Fine 0.25 mm 0.0098&quot; - Number 60 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14384;"SIF060N05";"Soil Sieve Fine 0.25 mm 0.0098&quot; - Number 60 - 8&quot; diameter - full height" size;"1";"52.50";"Gilson";"";"05/16/2019";"available" 
14385;"SIF070N01";"Soil Sieve Fine 0.212 mm 0.0083&quot; - Number 70 - 8&quot; diameter - full height" size;"1";"52.50";"";"";"05/16/2019";"available" 
14389;"CTRHND001";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14390;"CTRHND002";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14391;"CTRHND003";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14392;"CTRHND004";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14393;"CTRHND005";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14394;"CTRHND006";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14395;"CTRHND007";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14396;"CTRHND008";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14397;"CTRHND009";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14398;"CTRHND010";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14399;"CTRHND011";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14400;"CTRHND012";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14401;"CTRHND013";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14402;"CTRHND014";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14403;"CTRHND015";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14404;"CTRHND016";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14405;"CTRHND017";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14406;"CTRHND018";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14407;"CTRHND019";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14408;"CTRHND020";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14409;"CTRHND021";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14410;"CTRHND022";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14411;"CTRHND023";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14412;"CTRHND024";"Counter, Hand" size;"1";"4.00";"Amazon";"";"05/21/2019";"available" 
14413;"MESWWR191";"Short Swoffer Model 2100 Current Velocity 2.7ft Top Set Wading Rod " size;"1";"510.00";"Swoffer";"";"05/20/2019";"available" 
14414;"SSBLOOD02";"Close Encounters with Blood Slide Set Carolina" size;"1";"140.00";"Carolina";"";"05/16/2019";"available" 
14415;"OVMIPA191";"Panasonic microwave oven 2.2 cu feet 1250 W" size;"1";"201.00";"Amazon";"";"05/30/2019";"available" 
14416;"OVMIPA192";"Panasonic microwave oven 2.2 cu feet 1250 W" size;"1";"201.00";"Amazon";"";"05/30/2019";"available" 
14417;"ZEROSTAT1";"Zerostat 3 Milty Anti Static Instrument Blue" size;"1";"71.00";"";"";"05/30/2019";"available" 
14418;"ZEROSTAT2";"Zerostat 3 Milty Anti Static Instrument Blue" size;"1";"71.00";"";"";"05/30/2019";"available" 
14419;"FGR201901";"FOOD SAFE Rigol Arbitrary Waveform Function Generator DG1022 (LAB 1 Rm 054)" size;"1";"300.00";"Fry&#039;s";"";"05/30/2019";"available" 
14420;"PV0005191";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721548";"05/30/2019";"available" 
14421;"PV0005192";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721550";"05/30/2019";"available" 
14422;"PV0005193";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721547";"05/30/2019";"available" 
14423;"PV0005194";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721548";"05/30/2019";"available" 
14424;"PV0005195";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721548";"05/30/2019";"available" 
14425;"PV0005196";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721548";"05/30/2019";"available" 
14426;"PV0005197";" Pipettor 0.5–10 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842721548";"05/30/2019";"available" 
14427;"PV0021901";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731655";"05/30/2019";"available" 
14428;"PV0021902";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731653";"05/30/2019";"available" 
14429;"PV0021903";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731652";"05/30/2019";"available" 
14430;"PV0021904";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731655";"05/30/2019";"available" 
14431;"PV0021905";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731655";"05/30/2019";"available" 
14432;"PV0021906";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731655";"05/30/2019";"available" 
14433;"PV0021907";"Pipettor 2 – 20 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"227.00";"VWR";"842731655";"05/30/2019";"available" 
14458;"PV0201901";"Pipettor 20 - 200 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842752443";"05/30/2019";"available" 
14459;"PV0201902";"Pipettor 20 - 200 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842752441";"05/30/2019";"available" 
14460;"PV0201903";"Pipettor 20 - 200 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842752440";"05/30/2019";"available" 
14461;"PV0201904";"Pipettor 20 - 200 µL VWR Signature™ Ergonomic High Performance Single-Channel Variable Volume Pipettors" size;"1";"217.00";"VWR";"842752443";"05/30/2019";"available" 
